Date,Average preserature [K]
2017-09-07_12,100742.06
2017-09-07_18,100848.586
2017-09-08_00,101059.81
2017-09-08_06,100961.914
2017-09-08_12,101074.484
2017-09-08_18,101108.18
2017-09-09_00,101300.195
2017-09-09_06,101163.914
2017-09-09_12,101290.305
2017-09-09_18,101346.73
2017-09-10_00,101524.85
2017-09-10_06,101365.016
2017-09-10_12,101318.6
2017-09-10_18,100978.64
2017-09-11_00,100636.01
2017-09-11_06,100062.87
2017-09-11_12,100527.195
2017-09-11_18,100804.39
2017-09-12_00,101155.125
2017-09-12_06,101183.86
2017-09-12_12,101363.06
2017-09-12_18,101434.86
2017-09-13_00,101711.87
2017-09-13_06,101654.64
2017-09-13_12,101854.78
2017-09-13_18,101810.89
2017-09-14_00,101918.484
2017-09-14_06,101808.72
2017-09-14_12,101928.78
2017-09-14_18,101865.72
2017-09-15_00,102012.57
2017-09-15_06,101797.31
2017-09-15_12,101740.65
2017-09-15_18,101556.59
2017-09-16_00,101489.65
2017-09-16_06,101128.76
2017-09-16_12,101062.375
2017-09-16_18,100717.6
2017-09-17_00,100561.2
2017-09-17_06,100071.7
2017-09-17_12,100196.484
2017-09-17_18,100458.445
2017-09-18_00,100833.79
2017-09-18_06,100747.73
2017-09-18_12,100805.03
2017-09-18_18,100808.08
2017-09-19_00,101021.05
2017-09-19_06,100869.66
2017-09-19_12,100921.02
2017-09-19_18,100780.62
2017-09-20_00,100891.92
2017-09-20_06,100978.91
2017-09-20_12,101237.5
2017-09-20_18,101316.7
2017-09-21_00,101460.01
2017-09-21_06,101346.36
2017-09-21_12,101368.58
2017-09-21_18,101254.03
2017-09-22_00,101313.016
2017-09-22_06,101136.57
2017-09-22_12,101243.555
2017-09-22_18,101311.11
2017-09-23_00,101495.68
2017-09-23_06,101485.72
2017-09-23_12,101592.12
2017-09-23_18,101535.086
2017-09-24_00,101625.516
2017-09-24_06,101363.13
2017-09-24_12,101504.49
2017-09-24_18,101399.61
2017-09-25_00,101547.24
2017-09-25_06,101400.46
2017-09-25_12,101492.945
2017-09-25_18,101415.43
2017-09-26_00,101484.55
2017-09-26_06,101212.016
2017-09-26_12,101154.42
2017-09-26_18,100856.734
2017-09-27_00,100687.74
2017-09-27_06,100144.92
2017-09-27_12,100380.445
2017-09-27_18,100520.83
2017-09-28_00,100889.16
2017-09-28_06,100787.74
2017-09-28_12,100898.78
2017-09-28_18,101165.06
2017-09-29_00,101626.1
2017-09-29_06,101655.34
2017-09-29_12,101846.66
2017-09-29_18,101939.19
2017-09-30_00,102228.08
2017-09-30_06,102127.86
2017-09-30_12,102162.914
2017-09-30_18,102082.516
2017-10-01_00,102030.17
2017-10-01_06,101615.14
2017-10-01_12,101607.88
2017-10-01_18,101223.78
2017-10-02_00,100908.03
2017-10-02_06,100563.21
2017-10-02_12,100984.914
2017-10-02_18,101191.82
2017-10-03_00,101608.35
2017-10-03_06,101645.016
2017-10-03_12,101926.49
2017-10-03_18,101991.06
2017-10-04_00,102255.59
2017-10-04_06,102251.44
2017-10-04_12,102424.93
2017-10-04_18,102422.56
2017-10-05_00,102494.75
2017-10-05_06,102242.97
2017-10-05_12,102237.55
2017-10-05_18,102079.78
2017-10-06_00,101964.06
2017-10-06_06,101533.55
2017-10-06_12,101523.24
2017-10-06_18,101560.67
2017-10-07_00,101816.84
2017-10-07_06,101854.984
2017-10-07_12,102081.055
2017-10-07_18,102146.68
2017-10-08_00,102303.93
2017-10-08_06,102157.57
2017-10-08_12,102215.164
2017-10-08_18,102182.16
2017-10-09_00,102293.53
2017-10-09_06,101981.3
2017-10-09_12,101914.41
2017-10-09_18,101788.016
2017-10-10_00,101898.44
2017-10-10_06,101769.875
2017-10-10_12,101861.03
2017-10-10_18,101593.51
2017-10-11_00,101508.055
2017-10-11_06,101416.625
2017-10-11_12,101709.2
2017-10-11_18,101751.586
2017-10-12_00,101888.375
2017-10-12_06,101628.93
2017-10-12_12,101746.9
2017-10-12_18,101701.02
2017-10-13_00,101879.88
2017-10-13_06,101752.34
2017-10-13_12,101939.6
2017-10-13_18,102007.57
2017-10-14_00,102265.38
2017-10-14_06,102195.68
2017-10-14_12,102439.33
2017-10-14_18,102467.31
2017-10-15_00,102642.945
2017-10-15_06,102497.195
2017-10-15_12,102654.78
2017-10-15_18,102547.17
2017-10-16_00,102628.88
2017-10-16_06,102343.6
2017-10-16_12,102390.695
2017-10-16_18,102318.19
2017-10-17_00,102406.445
2017-10-17_06,102269.336
2017-10-17_12,102362.33
2017-10-17_18,102349.07
2017-10-18_00,102438.74
2017-10-18_06,102127.02
2017-10-18_12,102100.24
2017-10-18_18,101880.42
2017-10-19_00,101903.42
2017-10-19_06,101658.62
2017-10-19_12,101735.81
2017-10-19_18,101717.7
2017-10-20_00,101807.25
2017-10-20_06,101670.66
2017-10-20_12,101762.2
2017-10-20_18,101663.58
2017-10-21_00,101716.43
2017-10-21_06,101562.52
2017-10-21_12,101448.61
2017-10-21_18,101189.99
2017-10-22_00,100999.83
2017-10-22_06,100611.89
2017-10-22_12,100575.17
2017-10-22_18,100822.414
2017-10-23_00,101392.77
2017-10-23_06,101655.445
2017-10-23_12,101973.85
2017-10-23_18,102163.234
2017-10-24_00,102378.03
2017-10-24_06,102243.625
2017-10-24_12,102369.625
2017-10-24_18,102289.77
2017-10-25_00,102462.41
2017-10-25_06,102289.11
2017-10-25_12,102282.984
2017-10-25_18,102194.266
2017-10-26_00,102246.484
2017-10-26_06,101943.68
2017-10-26_12,101917.77
2017-10-26_18,101859.81
2017-10-27_00,101962.26
2017-10-27_06,101824.98
2017-10-27_12,101931.734
2017-10-27_18,101895.58
2017-10-28_00,101998.07
2017-10-28_06,101858.96
2017-10-28_12,101807.1
2017-10-28_18,101433.18
2017-10-29_00,101119.484
2017-10-29_06,100757.62
2017-10-29_12,101138.766
2017-10-29_18,101783.86
2017-10-30_00,102236.984
2017-10-30_06,102140.016
2017-10-30_12,102232.23
2017-10-30_18,102346.9
2017-10-31_00,102494.58
2017-10-31_06,102254.32
2017-10-31_12,102196.266
2017-10-31_18,102078.91
2017-11-01_00,102116.21
2017-11-01_06,101885.16
2017-11-01_12,101903.3
2017-11-01_18,101789.75
2017-11-02_00,101821.805
2017-11-02_06,101562.57
2017-11-02_12,101642.12
2017-11-02_18,101598.14
2017-11-03_00,101748.44
2017-11-03_06,101504.17
2017-11-03_12,101705.88
2017-11-03_18,101917.31
2017-11-04_00,102402.71
2017-11-04_06,102592.38
2017-11-04_12,102700.414
2017-11-04_18,102698.68
2017-11-05_00,102832.81
2017-11-05_06,102584.55
2017-11-05_12,102563.086
2017-11-05_18,102429.125
2017-11-06_00,102505.93
2017-11-06_06,102168.58
2017-11-06_12,102154.984
2017-11-06_18,102115.5
2017-11-07_00,102242.945
2017-11-07_06,101894.9
2017-11-07_12,101794.77
2017-11-07_18,101632.72
2017-11-08_00,101642.36
2017-11-08_06,101471.29
2017-11-08_12,101772.875
2017-11-08_18,101996.97
2017-11-09_00,102340.97
2017-11-09_06,102269.625
2017-11-09_12,102319.21
2017-11-09_18,102051.516
2017-11-10_00,101795.016
2017-11-10_06,101091.65
2017-11-10_12,100919.29
2017-11-10_18,101357.3
2017-11-11_00,101824.29
2017-11-11_06,101836.695
2017-11-11_12,101971.07
2017-11-11_18,102038.43
2017-11-12_00,102091.28
2017-11-12_06,101892.164
2017-11-12_12,101943.84
2017-11-12_18,101805.71
2017-11-13_00,101843.45
2017-11-13_06,101475.22
2017-11-13_12,101533.16
2017-11-13_18,101451.44
2017-11-14_00,101687.26
2017-11-14_06,101520.14
2017-11-14_12,101616.67
2017-11-14_18,101779.91
2017-11-15_00,101900.32
2017-11-15_06,101699.68
2017-11-15_12,102058.52
2017-11-15_18,102191.625
2017-11-16_00,102409.59
2017-11-16_06,102159.23
2017-11-16_12,102277.49
2017-11-16_18,102197.98
2017-11-17_00,102114.5
2017-11-17_06,101672.07
2017-11-17_12,101494.875
2017-11-17_18,101278.69
2017-11-18_00,101493.06
2017-11-18_06,101438.58
2017-11-18_12,101813.26
2017-11-18_18,101983.74
2017-11-19_00,102408.94
2017-11-19_06,102356.08
2017-11-19_12,102330.766
2017-11-19_18,102322.14
2017-11-20_00,102326.93
2017-11-20_06,102201.66
2017-11-20_12,102482.18
2017-11-20_18,102601.63
2017-11-21_00,102702.98
2017-11-21_06,102356.55
2017-11-21_12,102243.06
2017-11-21_18,101986.766
2017-11-22_00,101849.63
2017-11-22_06,101490.41
2017-11-22_12,101414.6
2017-11-22_18,101536.914
2017-11-23_00,101866.73
2017-11-23_06,101732.3
2017-11-23_12,101956.836
2017-11-23_18,102101.63
2017-11-24_00,102212.52
2017-11-24_06,102093.945
2017-11-24_12,102477.54
2017-11-24_18,102734.01
2017-11-25_00,102886.28
2017-11-25_06,102468.6
2017-11-25_12,102261.03
2017-11-25_18,102129.664
2017-11-26_00,102128.95
2017-11-26_06,102122.68
2017-11-26_12,102466.67
2017-11-26_18,102565.58
2017-11-27_00,102663.43
2017-11-27_06,102421.266
2017-11-27_12,102428.3
2017-11-27_18,102160.35
2017-11-28_00,102195.07
2017-11-28_06,101951.22
2017-11-28_12,101994.7
2017-11-28_18,101918.555
2017-11-29_00,102183.16
2017-11-29_06,102005.54
2017-11-29_12,102142.41
2017-11-29_18,101974.734
2017-11-30_00,102095.266
2017-11-30_06,102002.32
2017-11-30_12,102270.945
2017-11-30_18,102427.86
2017-12-01_00,102687.06
2017-12-01_06,102608.5
2017-12-01_12,102884.67
2017-12-01_18,102842.97
2017-12-02_00,102894.09
2017-12-02_06,102559.28
2017-12-02_12,102534.13
2017-12-02_18,102465.28
2017-12-03_00,102501.805
2017-12-03_06,102100.85
2017-12-03_12,102111.42
2017-12-03_18,101924.56
2017-12-04_00,101797.875
2017-12-04_06,101499.09
2017-12-04_12,101685.01
2017-12-04_18,101661.94
2017-12-05_00,101837.04
2017-12-05_06,101765.75
2017-12-05_12,102032.55
2017-12-05_18,102119.945
2017-12-06_00,102317.19
2017-12-06_06,102227.34
2017-12-06_12,102313.6
2017-12-06_18,102148.61
2017-12-07_00,102040.53
2017-12-07_06,101787.57
2017-12-07_12,101831.34
2017-12-07_18,101800.805
2017-12-08_00,101796.05
2017-12-08_06,101718.164
2017-12-08_12,101900.3
2017-12-08_18,101882.23
2017-12-09_00,101988.97
2017-12-09_06,101825.61
2017-12-09_12,101850.516
2017-12-09_18,101738.55
2017-12-10_00,101475.85
2017-12-10_06,100963.45
2017-12-10_12,101118.945
2017-12-10_18,101475.98
2017-12-11_00,101844.875
2017-12-11_06,101660.72
2017-12-11_12,102056.96
2017-12-11_18,102249.0
2017-12-12_00,102560.28
2017-12-12_06,102386.65
2017-12-12_12,102488.48
2017-12-12_18,102483.47
2017-12-13_00,102610.06
2017-12-13_06,102552.69
2017-12-13_12,102782.55
2017-12-13_18,102820.555
2017-12-14_00,102973.484
2017-12-14_06,102714.52
2017-12-14_12,102787.2
2017-12-14_18,102641.73
2017-12-15_00,102487.65
2017-12-15_06,102131.25
2017-12-15_12,102156.71
2017-12-15_18,102104.34
2017-12-16_00,102043.92
2017-12-16_06,101966.87
2017-12-16_12,102421.945
2017-12-16_18,102560.64
2017-12-17_00,102692.9
2017-12-17_06,102515.99
2017-12-17_12,102661.84
2017-12-17_18,102670.41
2017-12-18_00,102793.12
2017-12-18_06,102490.234
2017-12-18_12,102532.664
2017-12-18_18,102402.0
2017-12-19_00,102701.516
2017-12-19_06,102672.44
2017-12-19_12,102848.95
2017-12-19_18,102887.5
2017-12-20_00,102982.25
2017-12-20_06,102887.87
2017-12-20_12,102907.25
2017-12-20_18,102834.52
2017-12-21_00,102947.414
2017-12-21_06,102736.96
2017-12-21_12,102717.484
2017-12-21_18,102575.875
2017-12-22_00,102587.55
2017-12-22_06,102362.305
2017-12-22_12,102366.99
2017-12-22_18,102355.3
2017-12-23_00,102407.08
2017-12-23_06,102147.39
2017-12-23_12,102104.37
2017-12-23_18,101947.83
2017-12-24_00,101366.19
2017-12-24_06,100298.37
2017-12-24_12,100791.84
2017-12-24_18,101296.22
2017-12-25_00,101770.07
2017-12-25_06,101831.16
2017-12-25_12,101961.89
2017-12-25_18,101989.97
2017-12-26_00,102045.75
2017-12-26_06,101832.18
2017-12-26_12,102070.016
2017-12-26_18,102282.91
2017-12-27_00,102483.4
2017-12-27_06,102405.71
2017-12-27_12,102496.58
2017-12-27_18,102595.22
2017-12-28_00,102777.0
2017-12-28_06,102547.63
2017-12-28_12,102531.08
2017-12-28_18,102347.22
2017-12-29_00,102399.586
2017-12-29_06,102254.03
2017-12-29_12,102488.13
2017-12-29_18,102520.24
2017-12-30_00,102632.16
2017-12-30_06,102241.38
2017-12-30_12,102046.555
2017-12-30_18,101667.164
2017-12-31_00,101724.586
2017-12-31_06,101797.02
2017-12-31_12,102094.38
2017-12-31_18,102167.65
